"Id";"identite";"Nom";"Surnom";"Diminutif";"Occupation";"Titre";"Sexe";"VilleDomicile";"VilleOrigine";"Remarques";"Rattachement";"MaJ_occupations"
1579;"Johan bâtard de Bellevue";"Johan";;;"Inconnue";;"M";;;"peut être amédée de Bellevue?";;1
1580;"Rolet le cuisinier";"Rolet";;;"Inconnue";"cuisinier";"M";;;;;1
1581;"valet des sommiers d'Amédée VI";;;;"Inconnue";"valet des somiers";"M";;;;"6";1
1582;"Boclan page d'Amédée VI";"Boclan";;;"Inconnue";"page";"M";;;;"6";1
1583;"Fille de Blanche demoiselle de Bonne de Bourbon";;;;"Inconnue";;"F";;;;"blanche demoiselle de Bonne de Boubon";1
1584;"Vincent le veneur";"Vincent";;;"Inconnue";"veneur";"M";;;;;1
1585;"Aymonet le charpentier du château d'Evian";"Aymonet";;;"Inconnue";"charpentier";"M";;;;;1
1586;"bâtard de la cuisine";;;;"Inconnue";"de la cuisine";"M";;;;;1
1587;"femme de Querlin apothicaire de Lausanne";;;;"Inconnue";;"F";"Lausanne";;;;1
1588;"Blanchefleur";"Blanchefleur";;;"Inconnue";"demoiselle";"F";;;;;1
1589;"Barbier d'Evian";"Barbier";;;"Inconnue";;"M";"Evian";;;;1
1590;"Robinet le dorier";"Robinet";;;"Inconnue";"dorier";"M";;;;;1
1591;"Budet écuyer des enfants du prince (comte de Genèv";"Budet";;;"Inconnue";"écuyer";"M";;;;"Comte de Genève";1
1592;"fils de la femme de Johan de Luysei";;;;"Inconnue";;"M";;;;"Johan de Luysei";1
1593;"parvum valetum de bonne de Bourbon";;;;"Inconnue";"puerorum valet";"M";;;"existe déjà des petits valets donc changer";"Bonne de Bourbon";1
1594;"Béatrice chambrière de Bonne de Bourbon";"Béatrice";;;"Inconnue";"chambrier";"F";;;;"Bonne de Bourbon";1
1595;"Jacquemet de Saiselle dit Braçard l'escofier";"Jacquemet de Saisselle dit Braçard";;;"Inconnue";"escoffier";"M";;;;;1
1596;"familier de Peronet Bernard";;;;"Inconnue";;"M";;;;"Peronet Bernard";1
1597;"Guillaume Taffator";;;;"Inconnue";;"M";;;;;1
1598;"Eymeric écuyer d'Amédée VI";"Eymeric";;;"Inconnue";"écuyer";"M";;;;"7";1
1600;"Muet";"Muet";;;"Inconnue";;"M";;;;;1
1601;"Jacquemette faisseuse de soie";"Jacquemette";;;"Inconnue";"faisseuse de soie";"F";;;"operatrici in sirico";;1
1602;"Johan Barderie";"Johan Barderie";;;"Inconnue";;"M";;;"c'est le même que johan baldier";;1
1603;"Johan Allemand valet de dame Marie";"Johan Allemand";;;"Inconnue";"valet";"M";;;;"dame marie";1
1604;"écuyer des enfants du prince";;;;"Inconnue";"écuyer";"M";;;;"enfants du prince";1
1605;"Girard le valet de Johan de Lille";"Girard";;;"Inconnue";"valet";"M";;;;"Johan de Lille";1
1606;"Colin le dorier";"Colin";;;"Inconnue";"dorier";"M";;;;;1
1607;"Blanche de la Balme";"Blanche de la Balme";;;"Inconnue";"demoiselle";"F";;;;;1
1608;"François de la bouteillerie";"François";;;"Inconnue";"de la bouteillerie";"M";;;;;1
1609;"Johan Vasali le couturier";"Johan Vasali";;;"Inconnue";"mercier";"M";;;;;1
1610;"Gillet clerc de la chapelle d'Amédée VI";"Gillet";;;"Inconnue";"clerc de la chapelle";"M";;;;"6";1
1611;"Béatrice femme de Simond";"béatrice";;;"Inconnue";;"F";;;"c'est la femme de Simond le tailleur donc à corriger";;1
1613;"Rosset Clerc";"Rosset clerc";;;"Inconnue";;"M";;;;;1
1614;"Johan Duyssi (frère)";"Johan Duyssi";;;"Inconnue";"religieux";"M";;;"peut être johan doyssie";;1
1615;"Pierre Plote";"Pierre Plote";;;"Inconnue";;"M";;;;;1
1616;"Hugo de Paneta";"Hugo de Paneta";;;"Inconnue";"charretier";"M";;;;;1
1617;"Pierre Colomb de Iota";"Pierre Colomb";;;"Inconnue";"charretier";"M";;;;;1
1618;"Johan de Mutat";"Johan de Mutat";;;"Inconnue";"charretier";"M";;;;;1
1619;"Johan de Pochat";"Johan de Pochat";;;"Inconnue";"charretier";"M";;;;;1
1620;"Nicolas de Combremont";"Nicolas de Combremont";;;"Inconnue";"charretier";"M";;;;;1
1621;"Henris le chapelain de Bonne de Bourbon";"Henris";;;"Inconnue";"chapelain";"M";;;;"Bonne de Bourbon";1
1622;"Cavillot";"Cavillot";;;"Inconnue";;"M";;;;;1
1623;"Martin Caponi";"Martin Caponi";;;"Inconnue";;"M";;;;;1
1624;"Pierre Galiard";"Pierre Galiard";;;"Inconnue";"seigneur";"M";;;;;1
1625;"bâtard de la porte";;;;"Inconnue";;"M";;;;;1
1626;"messager de Venise";;;;"Inconnue";"messager";"M";;;;;1
1627;"Henris le presbitérien";"Henris";;;"Inconnue";;"M";;;;;1
1628;"écuyer du duc de Gênes";;;;"Inconnue";"écuyer";"M";;;;;1
1629;"Johan de la Balme";"Johan de la Balme";;;"Inconnue";;"M";;;;;1
1630;"Sudano Trabucher";"Sudano Trabucher";;;"Inconnue";;"M";;;;;1
1631;"Perin Servaing";"Perin Servaing";;;"Inconnue";;"M";;;;;1
1632;"Amore Du";"Amore Du";;;"Inconnue";;"M";;;;;1
1633;"Antoine de Custillione";"Antoine de Custillione";;;"Inconnue";;"M";;;;;1
1634;"femme de Boquin";;;;"Inconnue";;"M";;;;"Boquin";1
1635;"Pierre Picard";"Pierre Picard";;;"Inconnue";;"M";;;;;1
1636;"La Procurerie";"La Procurerie";;;"Inconnue";;"F";;;;;1
1637;"Johan de Salin écuyer d'amédée VI";"Johan de Salin";;;"Inconnue";"écuyer";"M";;;;"6";1
1638;"fille d'Apert messager d'Amédée VI";;;;"Inconnue";;"F";;;;;1
1639;"Jacquemet Curt le couturier";"Jacquemet Curt";;;"Inconnue";"couturier";"M";;;;;1
1640;"Nicolas le fauconier d'Amédée VI";"Nicolas";;;"Inconnue";"fauconier";"M";;;;"6";1
1641;"Luquin";"Luquin";;;"Inconnue";;"M";;;;;1
1642;"femme de Taborin le ménèstrel d'Amédée VI";;;;"Inconnue";;"F";;;;"Taborin le ménèstrel d'6";1
1643;"Johannette Chabond";"Johannette Chabond";;;"Inconnue";;"F";;;;;1
1644;"maître d'hôtel d'Amédée VII";;;;"Inconnue";"maître d'hôtel";"M";;;;"7";1
1645;"Johan Allemand chambrier du prince";"Johan Allemand";;;"Inconnue";"chambrier";"M";;;;"prince";1
1646;"Bernardet écuyer du prince";"Bernardet";;;"Inconnue";"écuyer";"M";;;;"prince";1
1647;"parvi valet (puer) de bonne de Bourbon";;;;"Inconnue";"petit valet";"M";;;"petit valet de bonne de bourbon changer dans la base";"Bonne de Bourbon";1
1648;"Thomas d'Orlié";"Thomas d'Orlié";;;"Inconnue";"religieux";"M";;;;;1
1649;"Chambrier de la Fille de la Chambre";;;;"Inconnue";"chambrier";"M";;;;"fille de la Chambre";1
1650;"Demoiselle de la fille de la Chambre";;;;"Inconnue";"demoiselle";"F";;;;"fille de la Chambre";1
1651;"Princesse";;;;"Inconnue";"dame";"F";;;;;1
1652;"Ruffo le messager";"Ruffo";;;"Inconnue";"messager";"M";;;;;1
1653;"Pierre Baux";"Pierre Baux";;;"Inconnue";;"M";;;;;1
1654;"George Bartholomé";"George Bartholomé";;;"Inconnue";"Marchand";"M";"pignerol";;;;1
1655;"Colin le tondeur";"Colin";;;"Inconnue";"tondeur";"M";;;;;1
1656;"Pierre nachet de la cuisine";"Pierre nachi";;;"Inconnue";"de la cuisine";"M";;;;"Bonne de Bourbon";0
1657;"Guillaume fatorum operiatrori André Belletruche";"Guillaume";;;"Inconnue";"factorum operati";"M";;;;"André Belletruche";1
1658;"familier d'Amblard le pellicier";;;;"Inconnue";;"M";;;;"Amblard le pellicier";1
1659;"Pierre de Gay";"Pierre de Gay";;;"Inconnue";"pelletier";"M";"Chambéry";;;;1
1660;"Dame de Genève";;;;"Inconnue";"dame";"F";;;;;1
1662;"Meloco chapelain de Bonne de Bourbon";"Meloco";;;"Inconnue";"chapelain";"M";;;;"Bonne de Bourbon";1
1663;"femme de Pierre de Tyondi";;;;"Inconnue";;"F";;;;"pierre Tyondi";1
1664;"femme de François Ruffin";;;;"Inconnue";;"F";;;;"françois Ruffin";1
1665;"femme de Johan de Brener";;;;"Inconnue";;"F";;;;"Johan de brener";1
1666;"femme de petit johan de la cuisine";;;;"Inconnue";;"F";;;;"petit Johan";1
1667;"femme d'Antoine Bonivard";;;;"Inconnue";;"F";;;;"antoine bonivard";1
1668;"Guillaume de Chalemont maître d'hôtel d'Amédée VI";"Guillaume Chalemont";;;"Inconnue";"maître d'hôtel";"M";;;;"6";1
1669;"Johan Ruffin";"Johan Ruffin";;;"Inconnue";;"M";;;;;1
1670;"Henris de Lornay page d'Amédée VI";"Henris de Lornay";;;"Inconnue";"page";"M";;;"sans doute le petit henris";"6";1
1671;"Perfiet l'escofier";"Perfiet";;;"Inconnue";"escoffier";"M";;;;;1
1672;"femme du dit Ardit";;;;"Inconnue";;"F";;;;"le dit ardit";1
1673;"Johan Renat de Querio";"Johan Renat";;;"Inconnue";"charretier";"M";"Querio";;;;1
1674;"Pierre de Brenod";"Pierre de Brenod";;;"Inconnue";"secretaire des dépenses";"M";;;;"Bonne de Bourbon";1
1675;"Aymé Ville";"Aymé Ville";;;"Inconnue";"maître des comptes d'Amédée VI";"M";;;;"6";1
1676;"Guillaume Moine clerc";"Guillaume Moine";;;"Inconnue";"clerc";"M";"Chambéry";;;"6";1
1677;"Nicolas de Menthon";"Nicolas de Menthon";;;"Inconnue";"damoiseau";"M";;;;;1
1678;"Aymé de Fernay";"Aymé de Fernay";;;"Inconnue";"damoiseau";"M";;;;;1
1679;"Johan Margenal";"Johan Margenal";;;"Inconnue";"damoiseau";"M";;;;;1
1680;"Johan de Brunel";"Johan de Brunel";;;"Inconnue";"damoiseau";"M";;;;;1
1681;"Pierre Lucet";"Pierre Lucet";;;"Inconnue";"pelletier";"M";"tharentaise";;;;1
1682;"Nicolas Ruffin";"Nicolas Ruffin";;;"Inconnue";"damoiseau";"M";;;;;1
1683;"Jacquemard de Pont d'Ain fauconier";"Jacquemart de Pont d'Ain";;;"Inconnue";"fauconier";"M";;;;;1
1684;"jeune fille pauvre";;;;"Inconnue";"pauvre";"F";;;;;1
1685;"maître d'Ostal valet de cuisine de Bonne de Bourbo";"maître d'Ostal";;;"Inconnue";"valet de cuisine";"M";;;;;1
1686;"Millet d'Evian";"Millet d'avian";;;"Inconnue";;"M";;;"sans doute millot de Furno drappier d'evian";;1
1687;"Petite Johanne demoiselle de Bonne de Bourbon";"Petite Johanne";;;"Inconnue";"demoiselle";"F";;;;;1
1688;"Scribour l'écuyer";"Scribour";;;"Inconnue";"écuyer";"M";;;;;1
1689;"Humbert l'escoffier";"Humbert";;;"Inconnue";"escoffier";"M";;;;;1
1690;"peret de Vigiez";"Peret d eVigiez";;;"Inconnue";"Marchand";"M";"Genève";;;;1
1691;"Prosiet escofier de Chambéry";"Prosiet";;;"Inconnue";"escoffier";"M";"Chambéry";;;;1
1692;"Noble valet de cuisine";"Noble";;;"Inconnue";"valet de cuisine";"M";;;;;1
1693;"Mermet pelletier de Genève";"Mermet";;;"Inconnue";"pelletier";"M";"Genève";;;;1
1694;"valet de Bartholomé de chignin";;;;"Inconnue";"valet";"M";;;;"Bartholomé de chignin";1
1696;"Marie de Mirebelle femme de Gaspard de Montmayeur";"Marie de Mirebelle";;;"Inconnue";"dame";"F";;;;;1
1697;"Pierre Johan le chambrier de Bonne de Bourbon";"Pierre Johan";;;"Inconnue";"Chambrier";"M";;;;"Bonne de Bourbon";1
1698;"François le couturier de Thonon";"François";;;"Inconnue";"couturier";"M";"Thonon";;;;1
1699;"François d'Ypre le couturier";"François";;;"Inconnue";"couturier";"M";;;;;1
1701;"Lachimant le dorier";"Lanchimant";;;"Inconnue";"dorier";"M";;;;"6";1
1702;"Recluse";;;;"Inconnue";;"F";;;;;1
1703;"Pierre le palfrenier de Bonne de Bourbon";"Pierre";;;"Inconnue";"palfrenier";"M";;;;"Bonne de Bourbon";1
1704;"Johan Folle franciscain";"Johan Folle";;;"Inconnue";"religieux";"M";;;;;1
1705;"Valet médiocre de Bonne de Bourbon";;;;"Inconnue";"valet médiocre";"M";;;;;1
1706;"Chanteur de la chapelle de Bonne de Bourbon";;;;"Inconnue";"chanteur";"M";;;;"Bonne de Bourbon";1
1707;"Johan valet d'Amblard le pellicier";"Johan";;;"Inconnue";"valet";"M";;;;"Amblard le pellicier";1
1708;"Vigneron de Tresserve";;;;"Inconnue";"vigneron";"M";;;;;1
1709;"seigneur de Froments";;;;"Inconnue";;"M";;;"humbert ou amblard?";;1
1710;"femme de Thomasset le messager";;;;"Inconnue";;"F";;;;"thomas le messager";1
1712;"Johan Colomb";"Johan Colomb";;;"Inconnue";;"M";;;;;1
1713;"chambrier de la demoiselle de Genève";;;;"Inconnue";"chambrier";"M";;;;;1
1714;"écuyer de la demoiselle de Genève";;;;"Inconnue";"écuyer";"M";;;;;1
1715;"femme de Pierre Girgoys";;;;"Inconnue";;"F";;;;"pierre girgoys";1
1717;"Guillaume Genesis clerc d'Antoine Besson";"Guillaume Genesis";;;"Inconnue";"clerc";"M";;;;"Antoine Besson";1
1718;"Jordan le franciscain";"Jordan";;;"Inconnue";"religieux";"M";;;;;1
1719;"Helinot femme de Johan Girod";"Helinot";;;"Inconnue";;"M";;;;"johan girod";1
1720;"Angelin de Porentru";"Angelin de Porentru";;;"Inconnue";;"M";;;;;1
1721;"Pierre de Hautecombe valet des grand cheveaux";"Pierre de Hautecombe";;;"Inconnue";"valet des grands chevaux";"M";;;;"6";1
1722;"Henris de Saint-Rembert valet des grand chevaux";"Henris de Saint-Rembert";;;"Inconnue";"valet des grands chevaux";"M";;;;;1
1723;"Palfrenier de Bonne de Bourbon";;;;"Inconnue";"palfrenier";"M";;;;"Bonne de Bourbon";1
1724;"femme de Simond de brener";;;;"Inconnue";;"F";;;;"simond de brener";1
1725;"Johan de Brener judici maleficorum";"Johan de Brener";;;"Inconnue";"judici maleficorum";"M";;;;;1
1726;"Girard valet du barbier";"Girard";;;"Inconnue";"valet barbier";"M";;;;;1
1727;"Claremonde femme du dit Savoy";"Claremonde";;;"Inconnue";;"F";;;;"Savoy";1
1728;"Johan de Chalup dorier";"Johan de Chalup";;;"Inconnue";"dorier";"M";;;;;1
1729;"Odonet valet de Bartholomé de Chignin";;;;"Inconnue";"valet";"M";;;;"Bartholomé de chignin";1
1730;"Poncet clerc de Pierre Galien";;;;"Inconnue";"clerc";"M";;;;"pierre galien";1
1731;"Mermet Marger citoyen de Genève";"Mermet Marger";;;"Inconnue";;"M";"Genève";;;;1
1732;"Gancet";"Gancet";;;"Inconnue";"de la sale";"M";;;;"Bonne de Bourbon";1
1733;"Bergier valet de Pierre de Lompnes";"Bergier";;;"Inconnue";;"M";;;"voir berger car la même personne";;1
1734;"Johan Bon";"Johan Bon";;;"Inconnue";;"M";;;;;1
1735;"Rolet le charpentier";"Rolet";;;"Inconnue";"charpentier";"M";;;;;1
1736;"femme de Regache valet de porte";;;;"Inconnue";;"F";;;;"reguche";1
1737;"Belle Béatrice de Thonon";"Belle Béatrice de Thonon";;;"Inconnue";;"F";;;;;1
1738;"Chapelain de Bourgogne";;;;"Inconnue";"chapelain";"M";;;;;1
1739;"Maître Johan lardonier de Savoie";;;;"Inconnue";"lardonier";"M";;;;;1
1740;"Johan";;;;"Inconnue";;"M";;;;;1
1741;"Pierre de Lendey escoffier";"pierre de Lendey";;;"Inconnue";"escoffier";"M";;;;;1
1742;"femme de Pierre Lucet";;;;"Inconnue";;"F";;;;"pierre luyset";1
1743;"Jacob le chapelain d'Amédée VI";"Jacob";;;"Inconnue";"chapelain";"M";;;;"6";1
1744;"Guillet de Clairfond";"Guillet de Clairfond";;;"Inconnue";;"M";;;;;1
1745;"Brisseris de ferata";"Brisseris de ferata";;;"Inconnue";;"M";;;"peut être l'armurier brisefert ?";;1
1746;"Stéphane Boulard valet du prieur de Saint-inocent";"Stéphane Boulard";;;"Inconnue";"valet";"M";;;;;1
1747;"Pierre dorier";"Pierre dorier";;;"Inconnue";;"M";;;;"7";1
1748;"Claramonde femme du roi des heraux";"Claramonde";;;"Inconnue";;"F";;;;;1
1749;"Bertet";"Bertet";;;"Inconnue";;"M";;;;;1
1750;"Reine des mercier";;;;"Inconnue";"mercier";"F";;;;;0
1751;"Peronet clerc des franciscain";"Peronet";;;"Inconnue";"clerc";"M";;;;;1
1752;"Johan Lust messager";"Johan Lust";;;"Inconnue";"messager";"M";;;;;1
1753;"fils de Rouge le pelletier";;;;"Inconnue";;"M";;;;;1
1754;"Reculamontier";"Reculamotier";;;"Inconnue";;"M";;;;;1
1755;"Girard de la cuisine";"Girard";;;"Inconnue";"de la cuisine";"M";;;;;1
1756;"pauvre femme de la porte saint ursi";;;;"Inconnue";"pauvre";"F";;;;;1
1757;"messager";;;;"Inconnue";"messager";"M";;;;;1
1758;"femme de Johan Marchand";;;;"Inconnue";;"F";;;;;1
1759;"Reymond le franciscain d'Aoste";;;;"Inconnue";"religieux";"M";;;;;1
1760;"Bec de Canapicio";"Bec de Canapicio";;;"Inconnue";;"M";;;;;1
1761;"Pierre de Louvier";"Pierre de Louvier";;;"Inconnue";;"M";;;;;1
1762;"Nicolas valet de Perrin le tailleur";"Nicolas";;;"Inconnue";"valet";"M";;;;"perrin le tailleur";1
1763;"Trence canteur d'Amédée VI";"Trence";;;"Inconnue";"chanteur";"M";;;;"6";1
1764;"Guillaume de Rippe le chambrier d'Amédée VII";"Guillaume de la rippe";;;"Inconnue";"chambrier";"M";;;;"7";1
1765;"Johannette de la Palude";"Johannette de la Palude";;;"Inconnue";;"F";;;;;1
1766;"Boniface lombard de Lausanne";"Boniface";;;"Inconnue";;"M";"Lausanne";;;;1
1767;"Fouginant Rebas";"Fouginant Rebas";;;"Inconnue";"valet";"M";;;;;1
1768;"Antoine Valli";"Antoine Valli";;;"Inconnue";;"M";;;;;1
1769;"Becard";"Becard";;;"Inconnue";;"M";;;;;1
1770;"femme d'Angelin de Polentra";;;;"Inconnue";;"F";;;;;1
1771;"Johan Becher valet d'Améde VII";"Johan Becher";;;"Inconnue";"valet";"M";;;;"7";1
1772;"Joffrey le médecin d'Amédée VII";"Joffrey";;;"Inconnue";"médecin";"M";;;;"7";1
1773;"dorier de Bonne de Bourbon";;;;"Inconnue";"dorier";"M";;;;"Bonne de Bourbon";1
1774;"Stéphane Bellioci maître guitere";"Stéphane Bellioci";;;"Inconnue";;"M";"Lyon";;;;1
1775;"femme de Stéphane Bellioci maître guitere";;;;"Inconnue";;"F";;;;"Stéphane Bellioci maître guitere";1
1776;"Girard le chanoine";"Girard";;;"Inconnue";"religieux";"M";;;;;1
1777;"Climoure femme de Pierre Giraud de Montfalcon";"Climoure";;;"Inconnue";;"F";;;;"pierre de montfalcon";1
1778;"mère de johan de Challes";;;;"Inconnue";;"F";;;;"johan de challes";1
1779;"femme de Mignon le messager";;;;"Inconnue";;"F";;;;"mignon";1
1780;"femme d'Antoine le médecin demoiselle de Genève";;;;"Inconnue";;"F";;;;;1
1781;"Antoine médecin de la demoiselle de Genève";"Antoine";;;"Inconnue";"médecin";"M";;;;;1
1782;"femme d'un ménèstrel de harpe";;;;"Inconnue";;"F";;;;;1
1783;"Girard Ardit neveu du dit Ardit";"Girard Ardit";;;"Inconnue";"mercier";"M";;;;"le dit ardit";1
1784;"François de la cuisine de Bonne de Bourbon";"François";;;"Inconnue";"de la cuisine";"M";;;;"Bonne de Bourbon";1
1785;"Pierre Gamot de la sale";"Pierre Gamot";;;"Inconnue";"de la sale";"M";;;;"Bonne de Bourbon";1
1786;"Johan de Chisiaco";"Johan de Chisiaco";;;"Inconnue";"damoiseau";"M";;;;;1
1787;"Humbert de Corgerone";"Humbert de Corgerone";;;"Inconnue";"châtelain";"M";;;;;1
1788;"Johan de Fratia";"Johan de Fratia";;;"Inconnue";"damoiseau";"M";;;;;1
1789;"Chimisy messager de Blanche de Savoie";"Chimisy";;;"Inconnue";"messager";"M";;;;"Blanche de Savoie";1
1790;"le dit Ou braconier d'Amédée VII";"Ou";;;"Inconnue";"braconnier";"M";;;;"7";1
1791;"mére de Pierre Ginois";;;;"Inconnue";;"F";;;;"Pierre Ginois";1
1792;"Pierre Ginois le chambrier de Bonne de Bourbon";"Pierre Ginois";;;"Inconnue";"Chambrier";"M";;;;"Bonne de Bourbon";1
1793;"Quinçon le portier de Bonne de Bourbon";"Quinçon";;;"Inconnue";"portier";"M";;;;"Bonne de Bourbon";1
1794;"Pierre Gain maréchal de Bonne de Bourbon";"Pierre Gain";;;"Inconnue";"maréchal";"M";;;;"Bonne de Bourbon";1
1795;"Johan Occier";"Johan Occier";;;"Inconnue";;"M";;;;;1
1796;"Pierre de Boyser";"Pierre de Boyser";;;"Inconnue";;"M";;;;;1
1797;"Girard chapelain de la chapelle du Bourget";"Girard";;;"Inconnue";"chapelain";"M";;;;;1
1798;"Blotier";"Blotier";;;"Inconnue";;"M";;;;;1
1799;"Antoine vicomte de Milan";"Antoine de Milan";;;"Inconnue";"seigneur";"M";;;;;1
1800;"Gille chapelain de Bonne de Bourbon";"Gille";;;"Inconnue";"chapelain";"M";;;;"Bonne de Bourbon";1
1801;"Dame béatrice avec dame de Maenceia consortis A7";"Béatrice";;;"Inconnue";"dame";"F";;;;;1
1802;"Pierre Guy";"Pierre Guy";;;"Inconnue";;"M";;;;;1
1803;"Angelin valet d'Aymé de Challand";"Angelin";;;"Inconnue";"valet";"M";;;;;1
1804;"Guillaume du Poisat";"Guillaume du poisat";;;"Inconnue";;"M";;;;;1
1805;"Dame de Maencia consortis A7";"Dame de Maencia";;;"Inconnue";;"F";;;;"7";1
1806;"femme de Pierre Gain maréchal de Bonne de Bourbon";;;;"Inconnue";;"F";;;;"pierre gain";1
1807;"Johanne Belle";"Johanne Belle";;;"Inconnue";;"F";;;;;1
1808;"Petite Johannette ancilla chambre  Bonne de bourbo";"Petite Johannette";;;"Inconnue";"de la chambre";"M";;;"déjà ancilla du nom de Johannette?";"Bonne de Bourbon";1
1809;"Johan messager de Bonne de Bourbon";"Johan";;;"Inconnue";"messager";"M";;;;"Bonne de Bourbon";1
1810;"François page d'Amédée VI";"François";;;"Inconnue";"page";"M";;;;"6";1
1811;"femme de Guillaume de Berga";;;;"Inconnue";;"F";;;;;1
1812;"Guillaume Capelle";"Guillaume Capelle";;;"Inconnue";;"M";;;;;1
1813;"Perrin valet tailleur";"perrin";;;"Inconnue";"valet tailleur";"M";;;;;1
1814;"femme de Johan Poret";;;;"Inconnue";;"F";;;;;1
1815;"femme de johan de Beyne";;;;"Inconnue";;"F";;;;"Johan de Beyne";1
1816;"demoiselle de dame Bernarde";;;;"Inconnue";"demoiselle";"F";;;;"dame bernarde";1
1817;"André fils d'Antoine Maillet";"André Maillet";;;"Inconnue";"religieux";"M";;;;;1
1818;"Berariat valet de Pierre Gerbais";"Berariat";;;"Inconnue";"valet";"M";;;;"Pierre Gerbais";1
1819;"Nicolas Lombard de Thonon";"Nicolas Lombard";;;"Inconnue";;"M";"thonon";;"il y a déjà un lombard de Thonon ?";;1
1820;"Vincent Perdri";"Vincent Perdri";;;"Inconnue";"religieux";"M";;;;;1
1821;"Persiet escofier de Chambéry";;;;"Inconnue";"escoffier";"M";"Chambéry";;;;1
1823;"Guillaume gardien des chiens venus d'Angleterre";"Guillaume";;;"Inconnue";"gardien des chiens";"M";;;;;1
1824;"Johan charretier de l'hôtel de Bonne de Bourbon";"Johan";;;"Inconnue";"charretier";"M";;;;;1
1825;"Johan Boner de Aoste";"Johan Boner de Aoste";;;"Inconnue";;"M";;;;;1
1826;"Robinet clerc des franciscain";"Robinet";;;"Inconnue";;"M";;;;;1
1827;"Jacquemet de Bogis";"Jacquemet de Bogis";;;"Inconnue";"couturier";"M";"Bourget";;;;1
1828;"Maurice page du seigneur de Fromente";"Maurice";;;"Inconnue";"page";"M";;;;"seigneur de fromentes";1
1829;"Jacob de Furno fournier d'Amédée VI";"Jacob de Furno";;;"Inconnue";"fournier";"M";;;;;1
1830;"Neyron de Pecode";"Neyron de Pecode";;;"Inconnue";;"M";;;;;1
1831;"Lo Boniere de Thonon";"Lo Boniere";;;"Inconnue";"valet";"M";"thonon";;;;1
1832;"Aymon Vionet";"Aymon Vionet";;;"Inconnue";"mercier";"M";"Chambéry";;;;1
1833;"Curé de Vognan";;;;"Inconnue";"religieux";"M";;;;;1
1834;"Alatornenti de Rumilly";"Alatornenti de Rumilly";;;"Inconnue";;"M";;;;;1
1835;"femme";;;;"Inconnue";;"F";;;;;1
1836;"valet de Pierre de getz";;;;"Inconnue";"valet pelletier";"M";;;"pierre de getz peut être pierre gay";"pierre de getz";0
1837;"Trisodi franciscain de lausanne";"Trisodi";;;"Inconnue";"receveur des comptes";"M";"Lausanne";;;;1
1838;"Johannette femme de Joffrey de la Palude";;;;"Inconnue";;"F";;;;"joffrey de la Palude";1
1839;"officier de l'hôtel de Bonne de Bourbon";;;;"Inconnue";"officier de l'hôtel";"M";;;;"Bonne de Bourbon";1
1840;"Pierre Giraud pelletier d'Evian";"Pierre Giraud";;;"Inconnue";"pelletier";"M";"Evian";;;;1
1841;"Jacquet Aubert";"Jacquet Aubert";;;"Inconnue";"couturier";"M";"Evian";;;;1
1842;"Mermet Berey";"Mermet Berey";;;"Inconnue";"couturier";"M";"Evian";;;;1
